Source,Site,Month,Year,Parameter,Value,Units
AOML,50,4,1998,chla,1.276,ug/L
AOML,49,4,1998,chla,1.133,ug/L
AOML,48,4,1998,chla,0.924,ug/L
AOML,47,4,1998,chla,0.924,ug/L
AOML,46,4,1998,chla,0.638,ug/L
AOML,45,4,1998,chla,1.836,ug/L
AOML,39,4,1998,chla,1.067,ug/L
AOML,40,4,1998,chla,0.979,ug/L
AOML,41,4,1998,chla,1.507,ug/L
AOML,42,4,1998,chla,1.078,ug/L
AOML,43,4,1998,chla,0.737,ug/L
AOML,35,4,1998,chla,1.65,ug/L
AOML,36,4,1998,chla,1.144,ug/L
AOML,37,4,1998,chla,0.656,ug/L
AOML,38,4,1998,chla,0.316,ug/L
AOML,34,4,1998,chla,4.788,ug/L
AOML,33,4,1998,chla,5.168,ug/L
AOML,32,4,1998,chla,0.82696,ug/L
AOML,31,4,1998,chla,0.608,ug/L
AOML,30,4,1998,chla,0.292,ug/L
AOML,29,4,1998,chla,0.248,ug/L
AOML,28,4,1998,chla,0.16,ug/L
AOML,27,4,1998,chla,0.232,ug/L
AOML,25,4,1998,chla,0.168,ug/L
AOML,22,4,1998,chla,0.288,ug/L
AOML,24,4,1998,chla,0.592,ug/L
AOML,18,4,1998,chla,0.224,ug/L
AOML,16,4,1998,chla,0.32,ug/L
AOML,10,4,1998,chla,0.858,ug/L
AOML,11,4,1998,chla,0.304,ug/L
AOML,12,4,1998,chla,0.152,ug/L
AOML,9,4,1998,chla,0.152,ug/L
AOML,8,4,1998,chla,0.392,ug/L
AOML,7,4,1998,chla,0.56,ug/L
AOML,4,4,1998,chla,0.124,ug/L
AOML,6,4,1998,chla,0.216,ug/L
AOML,1,4,1998,chla,0.176,ug/L
AOML,3,4,1998,chla,0.376,ug/L
AOML,1,6,1998,chla,0.33,ug/L
AOML,2,6,1998,chla,0.31,ug/L
AOML,3,6,1998,chla,0.32,ug/L
AOML,6,6,1998,chla,0.19,ug/L
AOML,5,6,1998,chla,0.26,ug/L
AOML,4,6,1998,chla,0.19,ug/L
AOML,7,6,1998,chla,0.14,ug/L
AOML,8,6,1998,chla,0.17,ug/L
AOML,9,6,1998,chla,0.19,ug/L
AOML,12,6,1998,chla,0.11,ug/L
AOML,11,6,1998,chla,0.15,ug/L
AOML,10,6,1998,chla,0.23,ug/L
AOML,13,6,1998,chla,0.19,ug/L
AOML,14,6,1998,chla,0.16,ug/L
AOML,15,6,1998,chla,0.3,ug/L
AOML,16,6,1998,chla,0.17,ug/L
AOML,17,6,1998,chla,0.2,ug/L
AOML,18,6,1998,chla,0.35,ug/L
AOML,21,6,1998,chla,0.12,ug/L
AOML,20,6,1998,chla,0.22,ug/L
AOML,19,6,1998,chla,0.23,ug/L
AOML,22,6,1998,chla,0.52,ug/L
AOML,23,6,1998,chla,0.59,ug/L
AOML,24,6,1998,chla,1.9,ug/L
AOML,27,6,1998,chla,0.13,ug/L
AOML,26,6,1998,chla,0.18,ug/L
AOML,25,6,1998,chla,0.63,ug/L
AOML,TB1,6,1998,chla,0.07,ug/L
AOML,TB2,6,1998,chla,0.43,ug/L
AOML,28,6,1998,chla,0.14,ug/L
AOML,28.5,6,1998,chla,0.07,ug/L
AOML,29,6,1998,chla,0.09,ug/L
AOML,29.5,6,1998,chla,0.16,ug/L
AOML,30,6,1998,chla,0.1,ug/L
AOML,30.5,6,1998,chla,0.04,ug/L
AOML,31,6,1998,chla,0.63,ug/L
AOML,32,6,1998,chla,0.72,ug/L
AOML,33,6,1998,chla,0.68,ug/L
AOML,34,6,1998,chla,0.38,ug/L
AOML,35,6,1998,chla,1.3,ug/L
AOML,36,6,1998,chla,0.49,ug/L
AOML,37,6,1998,chla,0.49,ug/L
AOML,38,6,1998,chla,0.47,ug/L
AOML,43,6,1998,chla,0.33,ug/L
AOML,41,6,1998,chla,0.68,ug/L
AOML,40,6,1998,chla,2.44,ug/L
AOML,39,6,1998,chla,4.71,ug/L
AOML,46,6,1998,chla,1.52,ug/L
AOML,47,6,1998,chla,0.72,ug/L
AOML,49,6,1998,chla,2.16,ug/L
AOML,50,6,1998,chla,0.96,ug/L
AOML,53,6,1998,chla,1.37,ug/L
AOML,54,6,1998,chla,2.41,ug/L
AOML,55,6,1998,chla,1.51,ug/L
AOML,56,6,1998,chla,1.07,ug/L
AOML,57,6,1998,chla,0.84,ug/L
AOML,58,6,1998,chla,1.18,ug/L
AOML,60,6,1998,chla,0.57,ug/L
AOML,61,6,1998,chla,0.77,ug/L
AOML,63,6,1998,chla,0.48,ug/L
AOML,64,6,1998,chla,1.74,ug/L
AOML,65,6,1998,chla,1.36,ug/L
AOML,66,6,1998,chla,2.02,ug/L
AOML,67,6,1998,chla,1.3,ug/L
AOML,68,6,1998,chla,0.86,ug/L
AOML,69,6,1998,chla,1.19,ug/L
AOML,70,6,1998,chla,0.37,ug/L
AOML,71,6,1998,chla,2.01,ug/L
AOML,1,7,1998,chla,0.211998,ug/L
AOML,3,7,1998,chla,0.159594,ug/L
AOML,6,7,1998,chla,0.256462,ug/L
AOML,4,7,1998,chla,0.238994,ug/L
AOML,7,7,1998,chla,0.220732,ug/L
AOML,8,7,1998,chla,0.227084,ug/L
AOML,9,7,1998,chla,0.362858,ug/L
AOML,12,7,1998,chla,0.28187,ug/L
AOML,11,7,1998,chla,0.232642,ug/L
AOML,10,7,1998,chla,0.156418,ug/L
AOML,18,7,1998,chla,0.25805,ug/L
AOML,16,7,1998,chla,0.209616,ug/L
AOML,22,7,1998,chla,0.481164,ug/L
AOML,24,7,1998,chla,0.827348,ug/L
AOML,25,8,1998,chla,0,ug/L
AOML,27,8,1998,chla,0.092898,ug/L
AOML,28,8,1998,chla,0.196118,ug/L
AOML,28.5,8,1998,chla,0.204058,ug/L
AOML,29,8,1998,chla,0.165152,ug/L
AOML,29.5,8,1998,chla,0.134186,ug/L
AOML,30,8,1998,chla,0.140538,ug/L
AOML,30.5,8,1998,chla,0.216762,ug/L
AOML,31,8,1998,chla,0.420026,ug/L
AOML,32,8,1998,chla,1.268018,ug/L
AOML,33,8,1998,chla,0.68284,ug/L
AOML,34,8,1998,chla,1.443492,ug/L
AOML,35,8,1998,chla,1.045698,ug/L
AOML,36,8,1998,chla,0.57962,ug/L
AOML,37,8,1998,chla,0.477194,ug/L
AOML,38,8,1998,chla,0.298544,ug/L
AOML,39,8,1998,chla,2.230346,ug/L
AOML,40,8,1998,chla,3.130742,ug/L
AOML,41,8,1998,chla,4.810846,ug/L
AOML,42,8,1998,chla,1.513364,ug/L
AOML,43,8,1998,chla,0.511336,ug/L
AOML,44,8,1998,chla,0.63917,ug/L
AOML,45,8,1998,chla,0.979002,ug/L
AOML,46,8,1998,chla,1.233876,ug/L
AOML,47,8,1998,chla,1.338684,ug/L
AOML,48,8,1998,chla,1.426024,ug/L
AOML,49,8,1998,chla,2.567002,ug/L
AOML,50,8,1998,chla,0.946448,ug/L
AOML,51,8,1998,chla,1.211644,ug/L
AOML,52,8,1998,chla,1.943712,ug/L
AOML,53,8,1998,chla,3.897746,ug/L
AOML,54,8,1998,chla,3.585704,ug/L
AOML,55,8,1998,chla,0.854344,ug/L
AOML,56,8,1998,chla,1.208468,ug/L
AOML,57,8,1998,chla,0.684428,ug/L
AOML,58,8,1998,chla,0.844816,ug/L
AOML,59,8,1998,chla,0.537538,ug/L
AOML,60,8,1998,chla,1.092544,ug/L
AOML,61,8,1998,chla,1.192588,ug/L
AOML,62,8,1998,chla,0.775738,ug/L
AOML,63,8,1998,chla,0.870224,ug/L
AOML,64,8,1998,chla,2.10013,ug/L
AOML,65,8,1998,chla,1.67534,ug/L
AOML,66,8,1998,chla,0.80194,ug/L
AOML,67,8,1998,chla,2.393116,ug/L
AOML,68,8,1998,chla,0.736038,ug/L
AOML,69,8,1998,chla,2.999732,ug/L
AOML,70,8,1998,chla,0.481164,ug/L
AOML,71,8,1998,chla,0.507366,ug/L
AOML,71,10,1998,chla,15.83633,ug/L
AOML,70,10,1998,chla,7.255572,ug/L
AOML,69,10,1998,chla,9.0516,ug/L
AOML,68,10,1998,chla,10.6793,ug/L
AOML,67,10,1998,chla,16.72561,ug/L
AOML,66,10,1998,chla,6.702948,ug/L
AOML,65,10,1998,chla,6.182084,ug/L
AOML,64,10,1998,chla,4.491658,ug/L
AOML,63,10,1998,chla,5.527828,ug/L
AOML,62,10,1998,chla,11.92588,ug/L
AOML,61,10,1998,chla,10.34582,ug/L
AOML,60,10,1998,chla,5.144326,ug/L
AOML,59,10,1998,chla,1.990558,ug/L
AOML,58,10,1998,chla,1.657872,ug/L
AOML,57,10,1998,chla,1.848432,ug/L
AOML,56,10,1998,chla,4.989496,ug/L
AOML,55,10,1998,chla,8.17423,ug/L
AOML,54,10,1998,chla,10.34185,ug/L
AOML,53,10,1998,chla,3.414994,ug/L
AOML,52,10,1998,chla,3.635726,ug/L
AOML,51,10,1998,chla,2.881426,ug/L
AOML,50,10,1998,chla,1.884162,ug/L
AOML,49,10,1998,chla,3.662722,ug/L
AOML,48,10,1998,chla,2.647196,ug/L
AOML,47,10,1998,chla,2.77106,ug/L
AOML,46,10,1998,chla,2.296248,ug/L
AOML,45,10,1998,chla,2.33833,ug/L
AOML,44,10,1998,chla,1.697572,ug/L
AOML,43,10,1998,chla,3.667486,ug/L
AOML,35,10,1998,chla,4.004142,ug/L
AOML,36,10,1998,chla,0.4367,ug/L
AOML,37,10,1998,chla,0.383502,ug/L
AOML,38,10,1998,chla,0.425584,ug/L
AOML,34,10,1998,chla,4.510714,ug/L
AOML,33,10,1998,chla,2.998144,ug/L
AOML,32,10,1998,chla,3.916008,ug/L
AOML,31,10,1998,chla,1.904012,ug/L
AOML,30,10,1998,chla,0.272342,ug/L
AOML,29,10,1998,chla,0.300926,ug/L
AOML,28,10,1998,chla,0.731274,ug/L
AOML,28.5,10,1998,chla,0.273136,ug/L
AOML,24,10,1998,chla,4.657604,ug/L
AOML,23,10,1998,chla,2.280368,ug/L
AOML,22,10,1998,chla,1.153682,ug/L
AOML,19,10,1998,chla,1.723774,ug/L
AOML,20,10,1998,chla,1.169562,ug/L
AOML,21,10,1998,chla,0.231848,ug/L
AOML,16,10,1998,chla,0.681252,ug/L
AOML,17,10,1998,chla,0.289016,ug/L
AOML,18,10,1998,chla,0.153242,ug/L
AOML,13,10,1998,chla,0.668548,ug/L
AOML,15,10,1998,chla,0.18262,ug/L
AOML,10,10,1998,chla,0.364446,ug/L
AOML,11,10,1998,chla,0.543096,ug/L
AOML,12,10,1998,chla,0.183414,ug/L
AOML,7,10,1998,chla,0.524834,ug/L
AOML,8,10,1998,chla,0.421614,ug/L
AOML,9,10,1998,chla,0.165946,ug/L
AOML,4,10,1998,chla,0.332686,ug/L
AOML,6,10,1998,chla,0.28981,ug/L
AOML,3,10,1998,chla,0.781296,ug/L
AOML,1,10,1998,chla,0.870224,ug/L
AOML,71,12,1998,chla,2.99,ug/L
AOML,70,12,1998,chla,6.26,ug/L
AOML,69,12,1998,chla,3.39,ug/L
AOML,68,12,1998,chla,4.31,ug/L
AOML,67,12,1998,chla,5.65,ug/L
AOML,66,12,1998,chla,2.67,ug/L
AOML,65,12,1998,chla,3.51,ug/L
AOML,64,12,1998,chla,2.88,ug/L
AOML,63,12,1998,chla,3.33,ug/L
AOML,61,12,1998,chla,2.03,ug/L
AOML,60,12,1998,chla,2.39,ug/L
AOML,59,12,1998,chla,1.69,ug/L
AOML,58,12,1998,chla,0.65,ug/L
AOML,57,12,1998,chla,3.88,ug/L
AOML,56,12,1998,chla,2.87,ug/L
AOML,55,12,1998,chla,2.99,ug/L
AOML,54,12,1998,chla,2.34,ug/L
AOML,53,12,1998,chla,1.67,ug/L
AOML,52,12,1998,chla,1.09,ug/L
AOML,51,12,1998,chla,0.81,ug/L
AOML,50,12,1998,chla,2.05,ug/L
AOML,49,12,1998,chla,0.64,ug/L
AOML,48,12,1998,chla,0.68,ug/L
AOML,47,12,1998,chla,0.59,ug/L
AOML,46,12,1998,chla,1.39,ug/L
AOML,45,12,1998,chla,1.08,ug/L
AOML,44,12,1998,chla,0.81,ug/L
AOML,43,12,1998,chla,0.4,ug/L
AOML,42,12,1998,chla,0.97,ug/L
AOML,41,12,1998,chla,1.61,ug/L
AOML,40,12,1998,chla,2.08,ug/L
AOML,39,12,1998,chla,2.85,ug/L
AOML,36,12,1998,chla,0.62,ug/L
AOML,37,12,1998,chla,0.57,ug/L
AOML,38,12,1998,chla,0.56,ug/L
AOML,34,12,1998,chla,5.96,ug/L
AOML,33,12,1998,chla,1.84,ug/L
AOML,32,12,1998,chla,0.88,ug/L
AOML,31,12,1998,chla,0.53,ug/L
AOML,30.5,12,1998,chla,0.63,ug/L
AOML,29.5,12,1998,chla,0.35,ug/L
AOML,29,12,1998,chla,0.21,ug/L
AOML,28.5,12,1998,chla,0.38,ug/L
AOML,28,12,1998,chla,1.02,ug/L
AOML,27,12,1998,chla,0.37,ug/L
AOML,25,12,1998,chla,0.18,ug/L
AOML,19,12,1998,chla,0.57,ug/L
AOML,21,12,1998,chla,0.42,ug/L
AOML,16,12,1998,chla,0.35,ug/L
AOML,18,12,1998,chla,0.51,ug/L
AOML,15,12,1998,chla,0.45,ug/L
AOML,14,12,1998,chla,0.56,ug/L
AOML,13,12,1998,chla,0.54,ug/L
AOML,12,12,1998,chla,0.44,ug/L
AOML,7,12,1998,chla,0.26,ug/L
AOML,8,12,1998,chla,0.52,ug/L
AOML,9,12,1998,chla,0.31,ug/L
AOML,4,12,1998,chla,0.27,ug/L
AOML,6,12,1998,chla,0.49,ug/L
AOML,2,12,1998,chla,0.98,ug/L
AOML,1,12,1998,chla,1.75,ug/L
AOML,71,2,1999,chla,0.89,ug/L
AOML,70,2,1999,chla,2.18,ug/L
AOML,69,2,1999,chla,0.94,ug/L
AOML,68,2,1999,chla,1.52,ug/L
AOML,64,2,1999,chla,2.05,ug/L
AOML,63,2,1999,chla,1.54,ug/L
AOML,61,2,1999,chla,1.12,ug/L
AOML,60,2,1999,chla,0.95,ug/L
AOML,59,2,1999,chla,0.44,ug/L
AOML,58,2,1999,chla,0.35,ug/L
AOML,57,2,1999,chla,1.19,ug/L
AOML,56,2,1999,chla,1.13,ug/L
AOML,55,2,1999,chla,1.05,ug/L
AOML,54,2,1999,chla,1.33,ug/L
AOML,53,2,1999,chla,0.97,ug/L
AOML,52,2,1999,chla,0.79,ug/L
AOML,51,2,1999,chla,0.76,ug/L
AOML,50,2,1999,chla,0.61,ug/L
AOML,49,2,1999,chla,0.57,ug/L
AOML,48,2,1999,chla,0.45,ug/L
AOML,47,2,1999,chla,0.65,ug/L
AOML,46,2,1999,chla,0.69,ug/L
AOML,45,2,1999,chla,0.81,ug/L
AOML,44,2,1999,chla,0.54,ug/L
AOML,43,2,1999,chla,0.32,ug/L
AOML,42,2,1999,chla,0.49,ug/L
AOML,41,2,1999,chla,1.32,ug/L
AOML,40,2,1999,chla,1.19,ug/L
AOML,39,2,1999,chla,2.4,ug/L
AOML,36,2,1999,chla,0.44,ug/L
AOML,37,2,1999,chla,0.42,ug/L
AOML,38,2,1999,chla,0.29,ug/L
AOML,35,2,1999,chla,0.64,ug/L
AOML,34,2,1999,chla,1.45,ug/L
AOML,33,2,1999,chla,0.33,ug/L
AOML,32,2,1999,chla,0.23,ug/L
AOML,31,2,1999,chla,0.26,ug/L
AOML,30.5,2,1999,chla,0.25,ug/L
AOML,30,2,1999,chla,0.2,ug/L
AOML,29.5,2,1999,chla,0.15,ug/L
AOML,29,2,1999,chla,0.2,ug/L
AOML,28.5,2,1999,chla,0.12,ug/L
AOML,28,2,1999,chla,0.36,ug/L
AOML,27,2,1999,chla,0.11,ug/L
AOML,25,2,1999,chla,0.08,ug/L
AOML,24,2,1999,chla,0.28,ug/L
AOML,22,2,1999,chla,0.14,ug/L
AOML,16,2,1999,chla,0.24,ug/L
AOML,18,2,1999,chla,0.12,ug/L
AOML,10,2,1999,chla,0.24,ug/L
AOML,11,2,1999,chla,0.17,ug/L
AOML,12,2,1999,chla,0.16,ug/L
AOML,7,2,1999,chla,0.15,ug/L
AOML,8,2,1999,chla,0.13,ug/L
AOML,9,2,1999,chla,0.15,ug/L
AOML,6,2,1999,chla,0.08,ug/L
AOML,4,2,1999,chla,0.15,ug/L
AOML,2,2,1999,chla,0.21,ug/L
AOML,1,2,1999,chla,0.23,ug/L
AOML,71,4,1999,chla,0.89,ug/L
AOML,70,4,1999,chla,0.63,ug/L
AOML,69,4,1999,chla,1.06,ug/L
AOML,68,4,1999,chla,0.96,ug/L
AOML,67,4,1999,chla,1.37,ug/L
AOML,66,4,1999,chla,1.52,ug/L
AOML,65,4,1999,chla,2.24,ug/L
AOML,64,4,1999,chla,1.69,ug/L
AOML,63,4,1999,chla,1.13,ug/L
AOML,62,4,1999,chla,0.76,ug/L
AOML,61,4,1999,chla,0.75,ug/L
AOML,60,4,1999,chla,0.63,ug/L
AOML,59,4,1999,chla,0.31,ug/L
AOML,58,4,1999,chla,0.26,ug/L
AOML,57,4,1999,chla,0.49,ug/L
AOML,56,4,1999,chla,0.55,ug/L
AOML,55,4,1999,chla,0.62,ug/L
AOML,54,4,1999,chla,2.24,ug/L
AOML,53,4,1999,chla,0.92,ug/L
AOML,52,4,1999,chla,0.76,ug/L
AOML,51,4,1999,chla,0.2,ug/L
AOML,50,4,1999,chla,0.17,ug/L
AOML,49,4,1999,chla,0.44,ug/L
AOML,48,4,1999,chla,0.25,ug/L
AOML,47,4,1999,chla,0.31,ug/L
AOML,46,4,1999,chla,0.25,ug/L
AOML,45,4,1999,chla,0.42,ug/L
AOML,44,4,1999,chla,0.71,ug/L
AOML,43,4,1999,chla,0.25,ug/L
AOML,35,4,1999,chla,1.16,ug/L
AOML,38,4,1999,chla,0.4,ug/L
AOML,34,4,1999,chla,0.86,ug/L
AOML,33,4,1999,chla,0.98,ug/L
AOML,32,4,1999,chla,0.51,ug/L
AOML,31,4,1999,chla,0.24,ug/L
AOML,30.5,4,1999,chla,0.15,ug/L
AOML,30,4,1999,chla,0.13,ug/L
AOML,29.5,4,1999,chla,0.17,ug/L
AOML,29,4,1999,chla,0.11,ug/L
AOML,28.5,4,1999,chla,0.08,ug/L
AOML,28,4,1999,chla,0.11,ug/L
AOML,27,4,1999,chla,0.21,ug/L
AOML,26,4,1999,chla,0.14,ug/L
AOML,25,4,1999,chla,0.07,ug/L
AOML,24,4,1999,chla,0.15,ug/L
AOML,22,4,1999,chla,0.05,ug/L
AOML,19,4,1999,chla,0.11,ug/L
AOML,20,4,1999,chla,0.08,ug/L
AOML,21,4,1999,chla,0.03,ug/L
AOML,18,4,1999,chla,0.05,ug/L
AOML,17,4,1999,chla,0.09,ug/L
AOML,16,4,1999,chla,0.09,ug/L
AOML,15,4,1999,chla,0.07,ug/L
AOML,14,4,1999,chla,0.16,ug/L
AOML,13,4,1999,chla,0.11,ug/L
AOML,10,4,1999,chla,0.1,ug/L
AOML,11,4,1999,chla,0.11,ug/L
AOML,12,4,1999,chla,0.13,ug/L
AOML,7,4,1999,chla,0.14,ug/L
AOML,8,4,1999,chla,0.15,ug/L
AOML,9,4,1999,chla,0.15,ug/L
AOML,6,4,1999,chla,0.1,ug/L
AOML,5,4,1999,chla,0.06,ug/L
AOML,4,4,1999,chla,0.32,ug/L
AOML,2,4,1999,chla,0.15,ug/L
AOML,1,4,1999,chla,0.08,ug/L
AOML,1,6,1999,chla,0.33,ug/L
AOML,2,6,1999,chla,0.31,ug/L
AOML,3,6,1999,chla,0.32,ug/L
AOML,4,6,1999,chla,0.19,ug/L
AOML,5,6,1999,chla,0.26,ug/L
AOML,6,6,1999,chla,0.19,ug/L
AOML,7,6,1999,chla,0.14,ug/L
AOML,8,6,1999,chla,0.17,ug/L
AOML,9,6,1999,chla,0.19,ug/L
AOML,10,6,1999,chla,0.23,ug/L
AOML,11,6,1999,chla,0.15,ug/L
AOML,12,6,1999,chla,0.11,ug/L
AOML,15,6,1999,chla,0.3,ug/L
AOML,14,6,1999,chla,0.16,ug/L
AOML,13,6,1999,chla,0.19,ug/L
AOML,18,6,1999,chla,0.35,ug/L
AOML,17,6,1999,chla,0.2,ug/L
AOML,16,6,1999,chla,0.17,ug/L
AOML,19,6,1999,chla,0.23,ug/L
AOML,20,6,1999,chla,0.22,ug/L
AOML,21,6,1999,chla,0.12,ug/L
AOML,99,6,1999,chla,0.43,ug/L
AOML,22,6,1999,chla,0.52,ug/L
AOML,23,6,1999,chla,0.59,ug/L
AOML,24,6,1999,chla,1.9,ug/L
AOML,25,6,1999,chla,0.63,ug/L
AOML,26,6,1999,chla,0.18,ug/L
AOML,27,6,1999,chla,0.13,ug/L
AOML,28,6,1999,chla,0.14,ug/L
AOML,28.5,6,1999,chla,0.07,ug/L
AOML,29,6,1999,chla,0.09,ug/L
AOML,29.5,6,1999,chla,0.16,ug/L
AOML,30,6,1999,chla,0.1,ug/L
AOML,30.5,6,1999,chla,0.04,ug/L
AOML,31,6,1999,chla,0.63,ug/L
AOML,32,6,1999,chla,0.72,ug/L
AOML,33,6,1999,chla,0.68,ug/L
AOML,34,6,1999,chla,0.38,ug/L
AOML,38,6,1999,chla,0.47,ug/L
AOML,37,6,1999,chla,0.49,ug/L
AOML,36,6,1999,chla,0.49,ug/L
AOML,35,6,1999,chla,1.3,ug/L
AOML,39,6,1999,chla,4.71,ug/L
AOML,40,6,1999,chla,2.44,ug/L
AOML,41,6,1999,chla,0.68,ug/L
AOML,43,6,1999,chla,0.33,ug/L
AOML,46,6,1999,chla,1.52,ug/L
AOML,47,6,1999,chla,0.72,ug/L
AOML,49,6,1999,chla,2.16,ug/L
AOML,50,6,1999,chla,0.96,ug/L
AOML,53,6,1999,chla,1.37,ug/L
AOML,54,6,1999,chla,2.41,ug/L
AOML,55,6,1999,chla,1.51,ug/L
AOML,56,6,1999,chla,1.07,ug/L
AOML,57,6,1999,chla,0.84,ug/L
AOML,58,6,1999,chla,1.18,ug/L
AOML,60,6,1999,chla,0.57,ug/L
AOML,61,6,1999,chla,0.77,ug/L
AOML,63,6,1999,chla,0.48,ug/L
AOML,64,6,1999,chla,1.74,ug/L
AOML,65,6,1999,chla,1.36,ug/L
AOML,66,6,1999,chla,2.02,ug/L
AOML,67,6,1999,chla,1.3,ug/L
AOML,68,6,1999,chla,0.86,ug/L
AOML,69,6,1999,chla,1.19,ug/L
AOML,70,6,1999,chla,0.37,ug/L
AOML,71,6,1999,chla,2.01,ug/L
AOML,1,8,1999,chla,2.54,ug/L
AOML,2,8,1999,chla,0.27,ug/L
AOML,3,8,1999,chla,0.32,ug/L
AOML,4,8,1999,chla,0.21,ug/L
AOML,5,8,1999,chla,0.23,ug/L
AOML,6,8,1999,chla,0.29,ug/L
AOML,9,8,1999,chla,1.72,ug/L
AOML,8,8,1999,chla,1.73,ug/L
AOML,7,8,1999,chla,1.37,ug/L
AOML,10,8,1999,chla,0.23,ug/L
AOML,11,8,1999,chla,0.65,ug/L
AOML,12,8,1999,chla,0.5,ug/L
AOML,13,8,1999,chla,1.34,ug/L
AOML,14,8,1999,chla,0.16,ug/L
AOML,15,8,1999,chla,0.25,ug/L
AOML,16,8,1999,chla,0.73,ug/L
AOML,17,8,1999,chla,1.9,ug/L
AOML,18,8,1999,chla,0.84,ug/L
AOML,19,8,1999,chla,1.05,ug/L
AOML,20,8,1999,chla,0.77,ug/L
AOML,21,8,1999,chla,0.44,ug/L
AOML,22,8,1999,chla,1.58,ug/L
AOML,24,8,1999,chla,1.55,ug/L
AOML,25,8,1999,chla,0.1,ug/L
AOML,26,8,1999,chla,0.2,ug/L
AOML,27,8,1999,chla,0.11,ug/L
AOML,28,8,1999,chla,0.08,ug/L
AOML,28.5,8,1999,chla,0.07,ug/L
AOML,29,8,1999,chla,0.51,ug/L
AOML,29.5,8,1999,chla,0.2,ug/L
AOML,30,8,1999,chla,0.16,ug/L
AOML,30.5,8,1999,chla,0.41,ug/L
AOML,31,8,1999,chla,1.2,ug/L
AOML,32,8,1999,chla,1.78,ug/L
AOML,33,8,1999,chla,1.42,ug/L
AOML,34,8,1999,chla,4.97,ug/L
AOML,38,8,1999,chla,0.48,ug/L
AOML,37,8,1999,chla,1.33,ug/L
AOML,36,8,1999,chla,1.06,ug/L
AOML,35,8,1999,chla,1.13,ug/L
AOML,39,8,1999,chla,8,ug/L
AOML,41,8,1999,chla,3.38,ug/L
AOML,43,8,1999,chla,1.24,ug/L
AOML,45,8,1999,chla,1.48,ug/L
